"Date","SPY","AAPL","GOOG","MRK","JNJ","WMT","TGT"
"2019-11-05",-0.0011,-0.0014,5e-04,-0.0117,0.0015,0.011,0.0119
"2019-11-06",2e-04,4e-04,-2e-04,0.004,0.0041,0.0054,0.0041
"2019-11-07",0.0035,0.0115,0.0132,-0.0044,0.0036,0.0061,7e-04
"2019-11-08",0.0025,0.0027,0.0019,0.0086,0.0119,-0.0066,-0.004
"2019-11-11",-0.0019,0.0079,-0.0093,-0.0037,-0.0077,-0.0033,0.0027
"2019-11-12",0.0021,-9e-04,-3e-04,0.0101,-0.0048,7e-04,-0.019
"2019-11-13",3e-04,0.0096,-6e-04,0.0083,-6e-04,0.0156,0.0021
"2019-11-14",0.0015,-0.0069,0.0104,-0.0032,-0.0024,-0.0027,0.0233
"2019-11-15",0.0072,0.0119,0.0179,0.0041,0.0304,-0.0148,0.0189
"2019-11-18",7e-04,0.005,-0.0106,-0.0091,-8e-04,0.0116,-0.011
"2019-11-19",-3e-04,-0.003,-0.004,0.0062,-1e-04,-0.003,-0.004
"2019-11-20",-0.0037,-0.0116,-0.0094,0.0073,0.0083,-0.0063,0.1406
"2019-11-21",-0.0016,-0.0045,-0.0013,0.0022,0.0037,0.0061,0.0096
"2019-11-22",0.0022,-9e-04,-0.0046,-1e-04,0.0119,-0.0042,-0.0049
"2019-11-25",0.0078,0.0175,0.0088,0.0029,4e-04,-0.0037,-0.0144
"2019-11-26",0.0023,-0.0078,0.0052,0.0191,-1e-04,0.0023,0.0136
"2019-11-27",0.0045,0.0134,-4e-04,0.0031,0.0042,-0.0036,-0.0078
"2019-11-29",-0.0037,-0.0022,-0.0061,-0.0049,-0.0019,0.0028,-0.0071
"2019-12-02",-0.0085,-0.0116,-0.0115,-0.0016,-9e-04,0.0016,-0.0082
"2019-12-03",-0.0067,-0.0178,0.0042,0.0039,-0.0015,-0.0051,5e-04
"2019-12-04",0.0062,0.0088,0.0195,0.0148,0.0162,2e-04,0.0039
"2019-12-05",0.0018,0.0147,0.0057,9e-04,0.0013,0.0042,0.0013
"2019-12-06",0.0091,0.0193,0.0094,0.0011,0.0059,0.0094,0.0028
"2019-12-09",-0.0031,-0.014,0.0022,-0.0015,9e-04,-0.0035,0.0114
"2019-12-10",-0.0011,0.0058,8e-04,0.0043,-0.0036,-0.0018,-0.0054
"2019-12-11",0.0028,0.0085,3e-04,-0.0013,0.0071,-0.0012,2e-04
"2019-12-12",0.0086,0.0025,0.0039,0.0066,0.0026,0.0064,0.0137
"2019-12-13",6e-04,0.0136,-0.0018,0.0026,3e-04,0.0044,-0.0024
"2019-12-16",0.0069,0.0171,0.0099,0.0011,0.0029,0.0021,-0.0099
"2019-12-17",2e-04,0.002,-0.0044,-0.003,0.0125,0.0061,0.0192
"2019-12-18",1e-04,-0.0024,-0.0018,0.0067,-0.0026,-0.0117,-0.0023
"2019-12-19",0.0041,0.001,0.0025,0.0041,0.0151,0.0018,0.0048
"2019-12-20",0.0044,-0.0021,-0.0048,0.0177,0.0049,0.0017,0.0035
"2019-12-23",0.0015,0.0163,-6e-04,0.0017,0.0026,-0.0105,-0.0063
"2019-12-24",0,0.001,-0.0039,-0.0033,-0.0035,0.004,0.0016
"2019-12-26",0.0053,0.0198,0.0125,-0.0011,-7e-04,1e-04,0.0026
"2019-12-27",-2e-04,-4e-04,-0.0063,0.0018,-5e-04,6e-04,0.0025
"2019-12-30",-0.0055,0.0059,-0.0117,-0.0051,-0.0031,-0.0016,-0.0025
"2019-12-31",0.0024,0.0073,7e-04,-9e-04,0.0039,-0.0047,-0.0053
"2020-01-02",0.0094,0.0228,0.0227,0.012,7e-04,8e-04,-0.0167
"2020-01-03",-0.0076,-0.0097,-0.0049,-0.0086,-0.0116,-0.0088,-0.0104
"2020-01-06",0.0038,0.008,0.0247,0.0043,-0.0012,-0.002,-0.0095
"2020-01-07",-0.0028,-0.0047,-6e-04,-0.0266,0.0061,-0.0093,0.0018
"2020-01-08",0.0053,0.0161,0.0079,-0.0067,-1e-04,-0.0034,-0.0032
"2020-01-09",0.0068,0.0212,0.011,0.0088,0.003,0.0103,8e-04
"2020-01-10",-0.0029,0.0023,0.007,0.0017,-0.0023,-0.0084,0.01
"2020-01-13",0.0069,0.0214,0.0066,-2e-04,0.0044,-0.0043,-0.0069
"2020-01-14",-0.0015,-0.0135,-0.0058,0.0047,0.0056,0.0026,0.0112
"2020-01-15",0.0023,-0.0043,0.0058,0.0179,0.0033,-0.0077,-0.0659
"2020-01-16",0.0083,0.0125,0.0087,-0.0039,0.0081,0.0054,-0.0058
"2020-01-17",0.0031,0.0111,0.0198,-0.0023,0.0065,-0.0081,0.0052
"2020-01-21",-0.002,-0.0068,0.0027,-0.011,7e-04,0.0055,-0.0246
"2020-01-22",1e-04,0.0036,0.001,-0.0036,-0.0068,0.0044,-0.0012
"2020-01-23",0.0011,0.0048,5e-04,-0.0122,0.0019,-0.0025,0.0143
"2020-01-24",-0.0089,-0.0029,-0.0134,-0.0291,-0.0014,-0.0124,-0.0105
"2020-01-27",-0.016,-0.0294,-0.0224,0.0014,0.0029,0.013,0.0128
"2020-01-28",0.0105,0.0283,0.013,0.0017,0.005,0.0064,-0.0029
"2020-01-29",-8e-04,0.0209,0.0042,0.0115,0.007,-0.0061,-0.0101
"2020-01-30",0.0032,-0.0014,-0.0019,-0.0085,-0.0012,0.006,0.0035
"2020-01-31",-0.0182,-0.0443,-0.0148,-0.0123,-0.0099,-0.0179,-0.0343
"2020-02-03",0.0074,-0.0027,0.0361,0.0222,0.0087,-0.0019,0.016
"2020-02-04",0.0152,0.033,-0.0262,0.0117,0.0095,0.0088,0.0066
"2020-02-05",0.0115,0.0082,8e-04,-0.0286,0.0158,0.0134,0.0201
"2020-02-06",0.0034,0.0117,0.0193,-0.0017,-0.003,-0.0043,-0.0034
"2020-02-07",-0.0053,-0.0136,0.002,-0.007,-0.0107,0.0012,0.0041
"2020-02-10",0.0075,0.0047,0.0199,0.0068,-2e-04,-0.0103,0.0119
"2020-02-11",0.0017,-0.006,1e-04,-0.0048,9e-04,0.0013,-0.0025
"2020-02-12",0.0064,0.0237,0.0063,-0.0235,-0.0059,0.0039,0.0122
"2020-02-13",-0.0011,-0.0071,-0.0024,-0.0154,-0.0066,0.0137,0.0014
"2020-02-14",0.0016,2e-04,0.004,0.0083,3e-04,0.0038,-0.0139
"2020-02-18",-0.0026,-0.0183,-7e-04,-0.0023,-0.0066,0.0148,0.016
"2020-02-19",0.0048,0.0145,0.0046,-0.0056,-0.0013,-0.0163,-0.0037
"2020-02-20",-0.0041,-0.0103,-0.0056,0.006,-0.0038,1e-04,0.0074
"2020-02-21",-0.0103,-0.0226,-0.0218,-0.0018,0.0105,0.0076,-0.0106
"2020-02-24",-0.0332,-0.0475,-0.0428,-0.0123,-0.0206,-0.0191,-0.0276
"2020-02-25",-0.0303,-0.0339,-0.0233,-0.013,-0.0086,-0.0166,-0.0181
"2020-02-26",-0.0037,0.0159,0.0034,-0.0041,-0.0067,-0.0053,-0.0095
"2020-02-27",-0.0449,-0.0654,-0.0539,-0.0233,-0.0317,-0.0297,-0.0455
"2020-02-28",-0.0042,-6e-04,0.0161,-0.0195,-0.0334,-0.0246,-0.0248
"2020-03-02",0.0433,0.0931,0.0372,0.0628,0.0412,0.0762,0.0588
"2020-03-03",-0.0286,-0.0318,-0.0344,-0.0275,-0.0316,-0.0256,-0.0295
"2020-03-04",0.042,0.0464,0.0336,0.0485,0.0582,0.0342,0.0187
"2020-03-05",-0.0332,-0.0324,-0.0487,-0.0168,-0.0102,-0.0073,-0.0172
"2020-03-06",-0.0165,-0.0133,-0.0156,0.0076,1e-04,0.0113,-2e-04
"2020-03-09",-0.0781,-0.0791,-0.0638,-0.0394,-0.0394,-6e-04,-0.0181
"2020-03-10",0.0517,0.072,0.0533,0.0388,0.0381,0.0224,0.0413
"2020-03-11",-0.0487,-0.0347,-0.0508,-0.0338,-0.0695,-0.0447,-0.0254
"2020-03-12",-0.0957,-0.0988,-0.0827,-0.0606,-0.0485,-0.0907,-0.1228
"2020-03-13",0.0855,0.1198,0.094,0.0394,0.0708,0.0966,0.0907
"2020-03-16",-0.1094,-0.1286,-0.111,-0.089,-0.0533,-0.0643,-0.0716
"2020-03-17",0.054,0.044,0.0327,0.0652,0.0744,0.1171,0.1049
"2020-03-18",-0.0506,-0.0245,-0.0205,-0.0383,-0.0119,0.0278,-0.0078
"2020-03-19",0.0021,-0.0077,0.0169,-0.0126,-0.0586,-0.0212,-0.0226
"2020-03-20",-0.0431,-0.0635,-0.0385,0.0089,-0.0564,-0.0459,-0.0308
"2020-03-23",-0.0256,-0.0212,-0.0146,-0.0695,-0.073,0.0027,-0.0073
"2020-03-24",0.0906,0.1003,0.0737,0.0399,0.0723,0.0066,0.04
"2020-03-25",0.015,-0.0055,-0.0282,-0.012,0.0018,-0.0489,-0.0947
"2020-03-26",0.0584,0.0526,0.0538,0.0778,0.0601,0.0038,0.0553
"2020-03-27",-0.0298,-0.0414,-0.0439,-0.0245,-0.0269,-0.0022,-0.0138
"2020-03-30",0.0325,0.0285,0.0325,0.0728,0.08,0.0512,0.0134
"2020-03-31",-0.0149,-0.002,0.0139,-1e-04,-0.0141,-0.0136,-0.0317
"2020-04-01",-0.045,-0.0526,-0.0492,-0.0408,-0.0177,0.0046,0.0247
"2020-04-02",0.0231,0.0167,0.0138,0.0416,0.0337,0.0395,-0.0096
"2020-04-03",-0.0145,-0.0144,-0.0205,-0.0081,0.0077,0.007,-0.019
"2020-04-06",0.0672,0.0872,0.0811,0.0532,0.0417,0.0552,0.0534
"2020-04-07",0.001,-0.0116,-3e-04,-0.0218,-0.0163,-0.0324,0.0077
"2020-04-08",0.0336,0.0256,0.02,0.039,0.042,-0.0012,0.0648
"2020-04-09",0.0152,0.0072,0.001,0.0107,-0.0142,-3e-04,-0.0041
"2020-04-13",-0.0091,0.0196,0.005,-0.0236,-0.0103,0.0287,0.0046
"2020-04-14",0.0295,0.0505,0.0424,0.0286,0.0448,0.0295,0.0353
"2020-04-15",-0.0212,-0.0091,-0.0053,-0.0093,0.0112,-0.0019,-0.0197
"2020-04-16",0.0048,0.0079,8e-04,0.0113,0.0136,0.0277,0.0288
"2020-04-17",0.027,-0.0136,0.0157,0.0055,0.0157,-0.0016,0.0377
"2020-04-20",-0.0176,-0.0208,-0.013,-0.0043,-0.0023,-0.0172,-0.0391
"2020-04-21",-0.0304,-0.0309,-0.0397,-0.0546,-0.0131,-0.0049,-0.0191
"2020-04-22",0.0222,0.0288,0.0385,0.0181,0.0221,0.0184,-6e-04
"2020-04-23",-1e-04,-0.0039,0.0104,0.0113,0.0165,-0.0233,-0.0279
"2020-04-24",0.0139,0.0289,0.0024,0.0068,-0.0042,0.0071,0.0381
"2020-04-27",0.0144,7e-04,-0.0027,0.0313,-0.0037,-0.0088,0.0191
"2020-04-28",-0.0046,-0.0162,-0.0331,-0.0333,-0.0188,-0.0023,0.0193
"2020-04-29",0.0262,0.0328,0.0874,-0.0051,-0.0076,-0.0344,9e-04
"2020-04-30",-0.0093,0.0211,0.0054,-0.0177,-0.0013,-0.0166,-0.0211
"2020-05-01",-0.0265,-0.0161,-0.0208,-0.021,-0.0117,0.0113,-0.0138
"2020-05-04",0.0028,0.0141,0.0047,-0.0104,-1e-04,0.0063,0.0322
"2020-05-05",0.0092,0.015,0.0183,0.015,0.0083,0.0083,4e-04
"2020-05-06",-0.0068,0.0103,-0.0028,-0.0114,-0.0095,-0.0115,0.0163
"2020-05-07",0.0121,0.0103,0.0187,-0.0197,-0.0033,-0.0071,-0.0019
"2020-05-08",0.0165,0.0238,0.0115,0.0106,0.0075,0.0086,0.0218
"2020-05-11",2e-04,0.0157,0.0107,0.0198,0.0028,0.0059,0.0376
"2020-05-12",-0.0199,-0.0114,-0.0196,-0.0092,-0.0132,9e-04,-0.0066
"2020-05-13",-0.0177,-0.0121,-0.0192,0.0091,-1e-04,-6e-04,-0.0021
"2020-05-14",0.012,0.0061,0.005,0.0277,0.0035,-0.0023,0.0067
"2020-05-15",0.0046,-0.0059,0.0126,-0.0034,0.019,0.0204,0.0083
"2020-05-18",0.0305,0.0236,0.0078,-8e-04,5e-04,0.0137,0.0352
"2020-05-19",-0.0103,-0.0058,-0.0076,-0.0272,-0.01,-0.0212,-0.011
"2020-05-20",0.017,0.0194,0.0242,-0.0085,-0.009,0.004,-0.0287
"2020-05-21",-0.0069,-0.0075,-0.0028,-0.0044,-0.0066,-0.0037,-0.0079
"2020-05-22",0.0019,0.0064,0.0054,-0.0024,-0.0091,-0.0053,-0.01
"2020-05-26",0.0123,-0.0068,0.0047,0.0117,0.0013,-0.0038,-0.0202
"2020-05-27",0.0149,0.0044,6e-04,0.0038,0.0023,-0.0111,0.0199
"2020-05-28",-0.0018,4e-04,-8e-04,0.0192,0.0144,0.0099,0.0087
"2020-05-29",0.0045,-0.001,0.0086,0.0213,0.0121,0.003,0.0329
"2020-06-01",0.004,0.0123,0.002,-0.0144,-0.0105,-8e-04,-0.0232
"2020-06-02",0.0083,0.0046,0.0052,0.0161,0.0072,-2e-04,-0.0054
"2020-06-03",0.0133,0.0055,-0.002,0.0151,0.0027,-0.0038,0.0242
"2020-06-04",-0.0026,-0.0086,-0.0168,-0.0062,-0.0129,-0.011,-0.0145
"2020-06-05",0.0256,0.0285,0.0186,0.0087,0.0039,-0.0045,0.0131
"2020-06-08",0.0121,0.0059,0.0057,0.0078,-0.0036,-0.0026,0.0069
"2020-06-09",-0.0075,0.0316,0.0066,-0.0077,-0.0055,9e-04,-0.0135
"2020-06-10",-0.0056,0.0257,0.0067,-0.006,0.0126,-0.0016,-0.006
"2020-06-11",-0.0576,-0.048,-0.0423,-0.0541,-0.0469,-0.0088,-0.0166
"2020-06-12",0.012,0.0086,0.0067,-0.0057,0.0091,-0.0196,-0.0094
"2020-06-15",0.0093,0.0124,0.0047,-0.0299,-0.0063,0.0029,0.0107
"2020-06-16",0.0192,0.0265,0.0161,0.0399,0.0227,0.0133,0.009
"2020-06-17",-0.0042,-0.0014,0.0058,-0.0088,-0.003,-0.0052,-0.0079
"2020-06-18",4e-04,4e-04,-0.0104,-9e-04,-0.0042,-0.0087,-0.0082
"2020-06-19",-0.0057,-0.0057,-0.003,0.022,0.0029,0.0158,0.0278
"2020-06-22",0.0064,0.0262,0.0141,-0.0148,-0.0031,0.0153,0.0155
"2020-06-23",0.0046,0.0213,0.0086,0.0048,-0.0037,-0.005,-0.0076
"2020-06-24",-0.0255,-0.0177,-0.0222,-0.0162,-0.0213,-0.0064,-0.0147
"2020-06-25",0.0107,0.0133,0.0065,0.0092,-0.0011,-0.0049,8e-04
"2020-06-26",-0.0238,-0.0307,-0.0565,-0.018,-0.0133,-0.0116,-0.0233
"2020-06-29",0.0147,0.023,0.0258,0.0124,0.0089,0.0063,0.0132
"2020-06-30",0.0128,0.0083,0.0134,0.0159,0.0114,0.006,0.0115
"2020-07-01",0.007,-0.0019,0.0173,0.0102,-0.0018,-8e-04,-0.0081
"2020-07-02",0.0055,0,0.0185,0.0084,0.0042,-0.004,0.0013
"2020-07-06",0.0154,0.0268,0.0212,0.0102,0.0143,-0.0027,0.001
"2020-07-07",-0.0103,-0.0031,-0.007,-0.0108,-9e-04,0.0678,-0.0099
"2020-07-08",0.0076,0.0233,0.0073,-0.0102,0.0029,-0.0198,-0.003
"2020-07-09",-0.0057,0.0043,0.01,-0.0158,-0.0054,0.0266,0.0017
"2020-07-10",0.0102,0.0017,0.0204,5e-04,-8e-04,0.0229,0.0081
"2020-07-13",-0.0087,-0.0046,-0.0197,0.0081,0.0199,-0.0089,-0.0011
"2020-07-14",0.013,0.0165,0.0061,0.0116,0.0187,0.0192,0.0114
"2020-07-15",0.0092,0.0069,-0.0046,0.0152,0.0023,-1e-04,0.0132
"2020-07-16",-0.0033,-0.0123,0.0029,-5e-04,0.0067,0.0015,0.0023
"2020-07-17",0.0029,-0.002,-0.0016,0.0059,7e-04,-0.0035,-0.0023
"2020-07-20",0.0081,0.0211,0.0331,-0.0058,0.0017,-0.002,-0.0152
"2020-07-21",0.0021,-0.0138,-0.0047,-0.0065,9e-04,0.0065,0.0032
"2020-07-22",0.0057,0.0028,0.0065,-0.0014,0.0018,0.0025,0.0245
"2020-07-23",-0.0119,-0.0455,-0.0337,-0.0091,-0.0027,-0.0077,-0.0064
"2020-07-24",-0.0064,-0.0025,-0.0025,-0.0123,-0.01,-0.003,0.0111
"2020-07-27",0.0073,0.0237,0.0121,0.0237,-0.0063,-2e-04,-0.0082
"2020-07-28",-0.0063,-0.0164,-0.0195,0.0096,-0.0024,0.0042,0.0049
"2020-07-29",0.0123,0.0192,0.0145,-0.0043,-0.002,-0.0081,0.0032
"2020-07-30",-0.0036,0.0121,0.0062,-0.0045,0.002,-0.0044,0.0073
"2020-07-31",0.0079,0.1047,-0.0317,0.0158,-0.0074,-0.0055,0.0104
"2020-08-03",0.007,0.0252,-0.0057,0.0287,0.0109,-8e-04,0.0156
"2020-08-04",0.0039,0.0067,-0.0064,-0.0105,-9e-04,0.0181,0.0204
"2020-08-05",0.0062,0.0036,0.0059,-4e-04,0.008,-0.0139,-0.0083
"2020-08-06",0.0067,0.0349,0.018,-0.0072,-0.0057,-0.0035,-0.0028
"2020-08-07",7e-04,-0.0227,-0.0037,-4e-04,0.0071,0.0048,0.0212
"2020-08-10",0.003,0.0145,0.0011,-0.0014,-0.0038,0.0147,0.009
"2020-08-11",-0.0083,-0.0297,-0.0105,0,-0.0072,-0.0127,-0.0092
"2020-08-12",0.0139,0.0332,0.0178,0.0219,0.0183,0.013,0.0219
"2020-08-13",-0.0018,0.0177,0.0079,0.0104,-0.0111,0.0038,0.0016
"2020-08-14",0,-9e-04,-0.0071,-7e-04,0.0016,0.0057,0.0128
"2020-08-17",0.0032,-0.0026,0.0068,0.0153,0.0051,0.0226,0.0125
"2020-08-18",0.0022,0.0083,0.0268,-0.0024,0.0074,-0.0066,-0.0048
"2020-08-19",-0.0042,0.0013,-0.0071,0.0056,0.002,-0.0171,0.1265
"2020-08-20",0.0031,0.0222,0.0221,0,0.0068,-0.0139,-0.0128
"2020-08-21",0.0035,0.0515,-8e-04,-6e-04,0.0088,0.0081,0.0091
"2020-08-24",0.0101,0.012,0.0049,0.0052,0.0026,-0.0023,-0.0025
"2020-08-25",0.0035,-0.0082,0.0126,0.003,-6e-04,-0.0053,-0.0025
"2020-08-26",0.01,0.0136,0.0275,-0.0016,0.0016,5e-04,-9e-04
"2020-08-27",0.0022,-0.012,-0.0109,0.0033,0.0045,0.0454,-0.0157
"2020-08-28",0.0065,-0.0016,0.0062,-0.002,0.0043,0.0269,0.0036
"2020-08-31",-0.0036,3.1356,-0.0062,-0.0044,-0.0015,-0.0103,0.0024
"2020-09-01",0.0094,0.0398,0.0162,-0.0099,-0.0123,0.0629,-0.0044
"2020-09-02",0.0145,-0.0207,0.0407,0.0296,0.0152,6e-04,-0.0047
"2020-09-03",-0.0344,-0.0801,-0.05,-0.0166,-0.0278,-0.0213,-0.0254
"2020-09-04",-0.0082,7e-04,-0.0309,-0.0029,-0.0064,-0.0118,0.0082
"2020-09-08",-0.0273,-0.0673,-0.0369,-0.0224,-0.009,-0.0307,-0.0219
